,App,Category,Rating,Reviews,Size,Installs,Type,Price,ContentRating,Genres,LastUpdated,CurrentVer,AndroidVer,ContentRatingNUM
1687,Barbie™ Fashion Closet,GAME,4.1,68057.0,85.0,10000000.0,Free,0.0,Everyone,Casual;Creativity,"July 30, 2018",1.3.7,4.1 and up,1
1688,Candy Crush Jelly Saga,GAME,4.3,1300490.0,78.0,50000000.0,Free,0.0,Everyone,Puzzle,"July 20, 2018",2.1.10,4.0 and up,1
1689,Hill Climb Racing,GAME,4.4,8923587.0,63.0,100000000.0,Free,0.0,Everyone,Racing,"July 2, 2018",1.37.2,4.2 and up,1
1691,Marble - Temple Quest,GAME,4.3,42053.0,24.0,10000000.0,Free,0.0,Everyone,Puzzle,"June 21, 2018",4.9,4.0.3 and up,1
1692,Shooting King,GAME,4.4,257724.0,69.0,10000000.0,Free,0.0,Everyone 10+,Sports,"May 25, 2018",1.4.2,4.0.3 and up,2
1693,Zombie Catchers,GAME,4.7,990491.0,75.0,10000000.0,Free,0.0,Everyone,Action,"May 24, 2018",1.0.27,4.1 and up,1
1695,Farm Heroes Saga,GAME,4.4,7614130.0,70.0,100000000.0,Free,0.0,Everyone,Casual,"July 26, 2018",5.1.8,2.3 and up,1
1696,Geometry Dash World,GAME,4.6,760628.0,63.0,10000000.0,Free,0.0,Everyone,Arcade,"December 22, 2017",1.03,4.0 and up,1
1697,My Talking Angela,GAME,4.5,9881829.0,99.0,100000000.0,Free,0.0,Everyone,Casual,"July 3, 2018",3.7.2.51,4.1 and up,1
1698,Cut the Rope FULL FREE,GAME,4.4,2123381.0,49.0,100000000.0,Free,0.0,Everyone,Puzzle,"July 5, 2018",3.7.2,4.1 and up,1
1700,Subway Surfers,GAME,4.5,27723193.0,76.0,1000000000.0,Free,0.0,Everyone 10+,Arcade,"July 12, 2018",1.90.0,4.1 and up,2
1701,ROBLOX,GAME,4.5,4447346.0,67.0,100000000.0,Free,0.0,Everyone 10+,Adventure;Action & Adventure,"July 31, 2018",2.347.225742,4.1 and up,2
1702,Pou,GAME,4.3,10485334.0,24.0,500000000.0,Free,0.0,Everyone,Casual,"May 25, 2018",1.4.77,4.0 and up,1
1703,8 Ball Pool,GAME,4.5,14198602.0,52.0,100000000.0,Free,0.0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,1
1704,Clash of Clans,GAME,4.6,44891723.0,98.0,100000000.0,Free,0.0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up,2
1705,Candy Crush Saga,GAME,4.4,22428456.0,74.0,500000000.0,Free,0.0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,1
1706,Plants vs. Zombies FREE,GAME,4.4,4066980.0,69.0,100000000.0,Free,0.0,Everyone 10+,Strategy,"July 6, 2018",2.2.00,4.1 and up,2
1707,Cooking Fever,GAME,4.5,3197865.0,82.0,100000000.0,Free,0.0,Everyone,Arcade,"July 12, 2018",2.8.0,4.0.3 and up,1
1709,Score! Hero,GAME,4.6,5418675.0,96.0,100000000.0,Free,0.0,Everyone,Sports,"June 13, 2018",1.751,4.4 and up,1
1710,My Talking Angela,GAME,4.5,9881908.0,99.0,100000000.0,Free,0.0,Everyone,Casual,"July 3, 2018",3.7.2.51,4.1 and up,1
1711,Bubble Shooter,GAME,4.5,148895.0,46.0,10000000.0,Free,0.0,Everyone,Casual,"July 17, 2018",1.20.1,4.0.3 and up,1
1713,Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,183846.0,99.0,10000000.0,Free,0.0,Everyone,Action,"July 30, 2018",1.0.6,4.4 and up,1
1714,Wordscapes,GAME,4.8,230710.0,87.0,10000000.0,Free,0.0,Everyone,Word,"August 2, 2018",1.0.47,4.1 and up,1
1715,Word Search,GAME,4.7,295305.0,3.9,10000000.0,Free,0.0,Everyone,Word,"June 6, 2018",1.1.3,3.0 and up,1
1716,Candy Crush Soda Saga,GAME,4.4,6198880.0,67.0,100000000.0,Free,0.0,Everyone,Casual,"July 10, 2018",1.118.4,4.1 and up,1
1718,Garena Free Fire,GAME,4.5,5465624.0,53.0,100000000.0,Free,0.0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up,4
1719,Block Puzzle,GAME,4.6,59854.0,7.8,5000000.0,Free,0.0,Everyone,Puzzle,"March 6, 2018",2.9,2.3 and up,1
1721,Clash Royale,GAME,4.6,23134775.0,97.0,100000000.0,Free,0.0,Everyone 10+,Strategy,"June 27, 2018",2.3.2,4.1 and up,2
1724,Granny,GAME,4.5,1137271.0,59.0,50000000.0,Free,0.0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,4
1726,Angry Birds Rio,GAME,4.4,2610622.0,46.0,100000000.0,Free,0.0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up,1
1727,Zombie Catchers,GAME,4.7,990586.0,75.0,10000000.0,Free,0.0,Everyone,Action,"May 24, 2018",1.0.27,4.1 and up,1
1728,Zombie Hunter King,GAME,4.3,10354.0,50.0,1000000.0,Free,0.0,Mature 17+,Action,"August 1, 2018",1.0.8,2.3 and up,3
1729,Temple Run 2,GAME,4.3,8118937.0,62.0,500000000.0,Free,0.0,Everyone,Action,"July 5, 2018",1.49.1,4.0 and up,1
1731,Jungle Marble Blast,GAME,4.3,18985.0,23.0,5000000.0,Free,0.0,Everyone,Casual,"July 23, 2018",1.5.4,4.0.3 and up,1
1732,Rider,GAME,4.5,655067.0,72.0,10000000.0,Free,0.0,Teen,Arcade,"July 17, 2017",1.2.1,4.0.3 and up,4
1733,Farm Heroes Saga,GAME,4.4,7614271.0,70.0,100000000.0,Free,0.0,Everyone,Casual,"July 26, 2018",5.1.8,2.3 and up,1
1734,Super Jim Jump - pixel 3d,GAME,4.5,10434.0,18.0,1000000.0,Free,0.0,Everyone,Arcade,"July 11, 2018",2.2.3181,4.0 and up,1
1736,Roll the Ball® - slide puzzle,GAME,4.5,1385093.0,35.0,100000000.0,Free,0.0,Everyone,Puzzle,"August 2, 2018",1.7.40,4.1 and up,1
1737,Talking Tom Gold Run,GAME,4.6,2698348.0,78.0,100000000.0,Free,0.0,Everyone,Action,"July 31, 2018",2.8.2.59,4.1 and up,1
1738,Pixel Art: Color by Number Game,GAME,4.7,1125017.0,25.0,10000000.0,Free,0.0,Everyone,Puzzle,"July 17, 2018",3.9.2,4.3 and up,1
1739,Dream League Soccer 2018,GAME,4.6,9882639.0,74.0,100000000.0,Free,0.0,Everyone,Sports,"July 16, 2018",5.064,4.4 and up,1
1740,Angry Birds Classic,GAME,4.4,5566805.0,97.0,100000000.0,Free,0.0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up,1
1741,Fruits Bomb,GAME,4.4,74673.0,17.0,10000000.0,Free,0.0,Everyone,Casual,"July 6, 2018",3.3.3179,4.0.3 and up,1
1742,Traffic Racer,GAME,4.5,5387639.0,53.0,100000000.0,Free,0.0,Everyone,Racing,"February 27, 2018",2.5,4.1 and up,1
1744,Flow Free,GAME,4.3,1295606.0,11.0,100000000.0,Free,0.0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up,1
1745,Knife Hit,GAME,4.5,461137.0,60.0,10000000.0,Free,0.0,Everyone,Arcade,"May 22, 2018",1.7.2,4.0.3 and up,1
1746,Block Craft 3D: Building Simulator Games For Free,GAME,4.5,946926.0,57.0,50000000.0,Free,0.0,Everyone,Simulation,"March 5, 2018",2.10.2,4.0.3 and up,1
1747,Farm Fruit Pop: Party Time,GAME,4.4,9305.0,14.0,1000000.0,Free,0.0,Everyone,Casual,"August 2, 2018",1.9.2,4.0.3 and up,1
1748,ROBLOX,GAME,4.5,4448791.0,67.0,100000000.0,Free,0.0,Everyone 10+,Adventure;Action & Adventure,"July 31, 2018",2.347.225742,4.1 and up,2
1749,Helix Jump,GAME,4.2,1498648.0,33.0,100000000.0,Free,0.0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up,1
1750,Subway Surfers,GAME,4.5,27724094.0,76.0,1000000000.0,Free,0.0,Everyone 10+,Arcade,"July 12, 2018",1.90.0,4.1 and up,2
1751,Candy Crush Saga,GAME,4.4,22428456.0,74.0,500000000.0,Free,0.0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,1
1753,Love Balls,GAME,4.2,360630.0,40.0,50000000.0,Free,0.0,Everyone,Puzzle,"July 31, 2018",1.2.7,4.1 and up,1
1754,Granny,GAME,4.5,1137267.0,59.0,50000000.0,Free,0.0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,4
1755,8 Ball Pool,GAME,4.5,14200344.0,52.0,100000000.0,Free,0.0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,1
1758,Hungry Shark Evolution,GAME,4.5,6074334.0,100.0,100000000.0,Free,0.0,Teen,Arcade,"July 25, 2018",6.0.0,4.1 and up,4
1759,Temple Run 2,GAME,4.3,8118937.0,62.0,500000000.0,Free,0.0,Everyone,Action,"July 5, 2018",1.49.1,4.0 and up,1
1764,Pokémon GO,GAME,4.1,10424925.0,85.0,100000000.0,Free,0.0,Everyone,Adventure,"July 23, 2018",0.111.3,4.4 and up,1
1765,Wordscapes,GAME,4.8,230727.0,87.0,10000000.0,Free,0.0,Everyone,Word,"August 2, 2018",1.0.47,4.1 and up,1
1766,Paint Hit,GAME,4.4,37023.0,33.0,10000000.0,Free,0.0,Everyone,Casual,"July 6, 2018",5.200,5.0 and up,1
1767,Snake VS Block,GAME,4.2,422244.0,32.0,50000000.0,Free,0.0,Teen,Arcade,"April 23, 2018",1.24,4.1 and up,4
1768,Rolly Vortex,GAME,4.4,98123.0,40.0,10000000.0,Free,0.0,Teen,Arcade,"May 25, 2018",1.7.0,4.1 and up,4
1769,Woody Puzzle,GAME,4.7,21262.0,29.0,1000000.0,Free,0.0,Everyone,Puzzle,"August 3, 2018",1.0.9,4.4 and up,1
1770,Stack Jump,GAME,4.3,118253.0,40.0,10000000.0,Free,0.0,Teen,Arcade,"May 3, 2018",1.4.6,4.1 and up,4
1771,Color by Number – New Coloring Book,GAME,4.7,141529.0,24.0,5000000.0,Free,0.0,Everyone 10+,Board,"August 1, 2018",2.0.6,4.1 and up,2
1772,The Cube,GAME,4.2,70226.0,38.0,5000000.0,Free,0.0,Everyone,Arcade,"July 25, 2018",1.2.9,4.1 and up,1
1773,Extreme Car Driving Simulator,GAME,4.3,2251012.0,52.0,100000000.0,Free,0.0,Everyone,Racing,"May 3, 2018",4.17.2,4.0 and up,1
1775,The Fish Master!,GAME,4.1,15763.0,54.0,1000000.0,Free,0.0,Everyone,Arcade,"July 17, 2018",1.6,4.1 and up,1
1776,Color Road,GAME,4.1,84911.0,71.0,10000000.0,Free,0.0,Everyone,Arcade,"July 19, 2018",2.5.0,4.1 and up,1
1777,Draw In,GAME,4.2,46416.0,73.0,10000000.0,Free,0.0,Everyone,Arcade,"July 23, 2018",1.0.8,4.1 and up,1
1778,Block Craft 3D: Building Simulator Games For Free,GAME,4.5,946926.0,57.0,50000000.0,Free,0.0,Everyone,Simulation,"March 5, 2018",2.10.2,4.0.3 and up,1
1779,PLANK!,GAME,4.7,7196.0,38.0,500000.0,Free,0.0,Everyone,Arcade,"July 17, 2018",1.0.2,4.3 and up,1
1780,Looper!,GAME,4.6,48256.0,62.0,1000000.0,Free,0.0,Everyone,Puzzle,"July 20, 2018",1.2.0,4.1 and up,1
1781,Trivia Crack,GAME,4.5,6427773.0,95.0,100000000.0,Free,0.0,Everyone,Trivia,"August 3, 2018",2.79.0,4.1 and up,1
1782,Will it Crush?,GAME,3.1,25825.0,16.0,5000000.0,Free,0.0,Everyone,Simulation,"May 22, 2018",1.3.3,4.4 and up,1
1783,Tomb of the Mask,GAME,4.1,55380.0,39.0,5000000.0,Free,0.0,Everyone,Action,"July 24, 2018",1.2.1,5.0 and up,1
1784,Baseball Boy!,GAME,3.4,148177.0,78.0,10000000.0,Free,0.0,Everyone,Arcade,"July 27, 2018",1.7.2,4.1 and up,1
1785,PUBG MOBILE,GAME,4.4,3715656.0,36.0,50000000.0,Free,0.0,Teen,Action,"July 24, 2018",0.7.0,4.3 and up,4
1787,Hello Stars,GAME,4.6,101686.0,31.0,10000000.0,Free,0.0,Everyone,Puzzle,"August 4, 2018",1.8.2,4.1 and up,1
1789,Tank Stars,GAME,4.3,174755.0,98.0,10000000.0,Free,0.0,Everyone 10+,Arcade,"July 11, 2018",1.1.1,5.0 and up,2
1790,Castle Clash: Heroes of the Empire US,GAME,4.6,4578476.0,24.0,50000000.0,Free,0.0,Everyone 10+,Strategy,"July 17, 2018",1.4.51,4.1 and up,2
1791,Hole.io,GAME,4.2,145353.0,85.0,10000000.0,Free,0.0,Teen,Arcade,"July 24, 2018",1.3.1,4.1 and up,4
1792,Helix Jump,GAME,4.2,1499373.0,33.0,100000000.0,Free,0.0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up,1
1793,Mini Golf King - Multiplayer Game,GAME,4.5,531458.0,100.0,5000000.0,Free,0.0,Everyone,Sports,"July 20, 2018",3.04.1,4.0.3 and up,1
1794,PUBG MOBILE,GAME,4.4,3714270.0,36.0,50000000.0,Free,0.0,Teen,Action,"July 24, 2018",0.7.0,4.3 and up,4
1795,Flip the Gun - Simulator Game,GAME,4.2,195558.0,86.0,10000000.0,Free,0.0,Everyone,Arcade,"July 26, 2018",1.2,5.0 and up,1
1796,Mad Skills BMX 2,GAME,4.5,29940.0,80.0,1000000.0,Free,0.0,Everyone,Action,"July 26, 2018",1.1.4,4.1 and up,1
1797,Wordscapes,GAME,4.8,230727.0,87.0,10000000.0,Free,0.0,Everyone,Word,"August 2, 2018",1.0.47,4.1 and up,1
1798,"MMX Hill Dash 2 – Offroad Truck, Car & Bike Racing",GAME,4.4,41975.0,79.0,1000000.0,Free,0.0,Everyone,Racing,"July 19, 2018",3.00.11034,5.0 and up,1
1799,Word Link,GAME,4.6,216675.0,30.0,10000000.0,Free,0.0,Everyone,Word,"August 1, 2018",2.2.7,4.1 and up,1
1800,Last Day on Earth: Survival,GAME,4.5,2311785.0,87.0,10000000.0,Free,0.0,Teen,Action,"August 1, 2018",1.9.3,4.1 and up,4
1801,MARVEL Strike Force,GAME,4.3,165888.0,91.0,5000000.0,Free,0.0,Teen,Role Playing,"July 31, 2018",1.4.0,4.4 and up,4
1802,Partymasters - Fun Idle Game,GAME,4.6,541144.0,63.0,10000000.0,Free,0.0,Teen,Arcade,"July 12, 2018",1.2.5,5.0 and up,4
1805,Grim Soul: Dark Fantasy Survival,GAME,4.5,189773.0,95.0,5000000.0,Free,0.0,Teen,Role Playing,"July 18, 2018",1.1.1,4.1 and up,4
1806,DRAGON BALL LEGENDS,GAME,4.6,337752.0,48.0,5000000.0,Free,0.0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up,4
1809,New YAHTZEE® With Buddies Dice Game,GAME,4.1,42079.0,93.0,5000000.0,Free,0.0,Everyone,Board,"July 5, 2018",5.6.5,4.1 and up,1
1810,Word Crossy - A crossword game,GAME,4.5,240416.0,53.0,5000000.0,Free,0.0,Everyone,Word,"August 1, 2018",2.2.3,4.0.3 and up,1
1811,MLB TAP SPORTS BASEBALL 2018,GAME,4.6,32506.0,82.0,1000000.0,Free,0.0,Everyone,Sports,"June 27, 2018",1.2.1,4.2 and up,1
1812,Hero Hunters,GAME,4.4,70747.0,99.0,5000000.0,Free,0.0,Teen,Action,"July 31, 2018",1.7,4.4 and up,4
1813,Cooking Madness - A Chef's Restaurant Games,GAME,4.7,358817.0,49.0,10000000.0,Free,0.0,Everyone,Arcade,"July 30, 2018",1.2.2,4.1 and up,1
1814,Ice Crush 2018 - A new Puzzle Matching Adventure,GAME,4.6,15403.0,25.0,1000000.0,Free,0.0,Everyone,Casual,"August 2, 2018",1.8.1,4.1 and up,1
1816,Merge Dragons!,GAME,4.5,214777.0,91.0,5000000.0,Free,0.0,Everyone,Puzzle,"July 30, 2018",3.6.0,4.1 and up,1
1817,SHADOWGUN LEGENDS,GAME,4.6,100609.0,52.0,1000000.0,Free,0.0,Teen,Action,"July 16, 2018",0.5.4,6.0 and up,4
1818,RULES OF SURVIVAL,GAME,4.2,1343866.0,56.0,10000000.0,Free,0.0,Teen,Action,"August 1, 2018",1.180271.184729,4.0 and up,4
1819,Mafia City,GAME,4.5,168717.0,56.0,10000000.0,Free,0.0,Mature 17+,Strategy,"August 3, 2018",1.3.205,2.3 and up,3
1820,"Cash, Inc. Money Clicker Game & Business Adventure",GAME,4.8,549720.0,85.0,10000000.0,Free,0.0,Everyone,Simulation,"July 19, 2018",2.1.1.4.0,4.4 and up,1
1821,Dino War: Rise of Beasts,GAME,4.1,18996.0,81.0,1000000.0,Free,0.0,Teen,Strategy,"August 1, 2018",1.5.2,4.1 and up,4
1822,Tokyo Ghoul: Dark War,GAME,4.3,25094.0,82.0,1000000.0,Free,0.0,Teen,Role Playing,"July 6, 2018",1.2.0,4.3 and up,4
1823,Last Shelter: Survival,GAME,4.4,93033.0,98.0,5000000.0,Free,0.0,Teen,Strategy,"August 4, 2018",1.250.078,4.0.3 and up,4
1824,Guns of Glory,GAME,4.0,120592.0,77.0,10000000.0,Free,0.0,Everyone 10+,Strategy,"July 31, 2018",2.0.2,4.0.3 and up,2
1825,Lineage 2: Revolution,GAME,4.2,187972.0,99.0,5000000.0,Free,0.0,Teen,Role Playing,"July 11, 2018",1.05.20,4.4 and up,4
1827,Girls' Frontline,GAME,4.2,2055.0,96.0,100000.0,Free,0.0,Teen,Strategy,"May 18, 2018",2.0081_206,4.0.3 and up,4
1828,Chapters: Interactive Stories,GAME,4.5,73539.0,96.0,1000000.0,Free,0.0,Mature 17+,Role Playing,"August 2, 2018",1.3.3,4.3 and up,3
1829,Honkai Impact 3rd,GAME,4.7,59017.0,82.0,1000000.0,Free,0.0,Teen,Action,"July 3, 2018",2.2.1,4.3 and up,4
1830,Master of Eternity(MOE),GAME,4.2,5829.0,70.0,100000.0,Free,0.0,Teen,Strategy,"July 26, 2018",1.8.2,4.4 and up,4
1831,The Game of Life,GAME,4.4,18621.0,63.0,100000.0,Paid,2.99,Everyone,Board,"July 4, 2018",2.1.2,4.4 and up,1
1832,Clue,GAME,4.6,19922.0,35.0,100000.0,Paid,1.99,Everyone 10+,Board,"July 30, 2018",2.2.5,5.0 and up,2
1833,The Room: Old Sins,GAME,4.9,21119.0,48.0,100000.0,Paid,4.99,Everyone,Puzzle,"April 18, 2018",1.0.1,4.4 and up,1
1834,The Escapists,GAME,4.4,7412.0,84.0,100000.0,Paid,4.99,Teen,Strategy,"April 26, 2018",1.1.0,2.3 and up,4
1835,Farming Simulator 18,GAME,4.5,18125.0,15.0,100000.0,Paid,4.99,Everyone,Simulation;Education,"July 9, 2018",Varies with device,4.4 and up,1
1836,RollerCoaster Tycoon® Classic,GAME,4.6,10795.0,69.0,100000.0,Paid,5.99,Everyone,Simulation,"December 21, 2017",1.2.1.1712080,4.0.3 and up,1
1837,Call of Duty:Black Ops Zombies,GAME,4.2,13004.0,46.0,100000.0,Paid,6.99,Teen,Action,"December 20, 2016",1.0.11,2.3.3 and up,4
1838,Star Wars ™: DIRTY,GAME,4.5,38207.0,15.0,100000.0,Paid,9.99,Teen,Role Playing,"October 19, 2015",1.0.6,4.1 and up,4
1839,Monument Valley 2,GAME,4.6,9394.0,33.0,100000.0,Paid,4.99,Everyone,Puzzle,"November 30, 2017",1.2.9,4.4 and up,1
1840,DRAGON BALL LEGENDS,GAME,4.6,337913.0,48.0,5000000.0,Free,0.0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up,4
1841,ROBLOX,GAME,4.5,4449882.0,67.0,100000000.0,Free,0.0,Everyone 10+,Adventure;Action & Adventure,"July 31, 2018",2.347.225742,4.1 and up,2
1842,Candy Crush Saga,GAME,4.4,22429716.0,74.0,500000000.0,Free,0.0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,1
1843,Angry Birds 2,GAME,4.6,3883589.0,57.0,100000000.0,Free,0.0,Everyone,Casual,"July 26, 2018",2.21.1,4.1 and up,1
1844,8 Ball Pool,GAME,4.5,14200550.0,52.0,100000000.0,Free,0.0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,1
1845,Fallout Shelter,GAME,4.6,2719142.0,25.0,10000000.0,Free,0.0,Teen,Simulation,"June 11, 2018",1.13.12,4.1 and up,4
1847,PUBG MOBILE,GAME,4.4,3716278.0,36.0,50000000.0,Free,0.0,Teen,Action,"July 24, 2018",0.7.0,4.3 and up,4
1848,The Sims™ FreePlay,GAME,4.3,931595.0,31.0,10000000.0,Free,0.0,Teen,Simulation,"July 16, 2018",5.39.1,4.0.3 and up,4
1849,MARVEL Strike Force,GAME,4.3,165928.0,91.0,5000000.0,Free,0.0,Teen,Role Playing,"July 31, 2018",1.4.0,4.4 and up,4
1851,MARVEL Contest of Champions,GAME,4.3,2468063.0,92.0,50000000.0,Free,0.0,Teen,Action,"July 30, 2018",19.1.0,4.0.3 and up,4
1852,Jurassic World™ Alive,GAME,4.3,309176.0,70.0,5000000.0,Free,0.0,Everyone 10+,Simulation,"August 2, 2018",1.3.15,4.4 and up,2
1853,Choices: Stories You Play,GAME,4.6,807338.0,93.0,10000000.0,Free,0.0,Teen,Simulation,"July 30, 2018",2.3.5,4.0.3 and up,4
1854,Solitaire TriPeaks,GAME,4.5,446434.0,52.0,10000000.0,Free,0.0,Everyone,Card,"August 1, 2018",4.6.2.46103,4.0.3 and up,1
1855,Merge Dragons!,GAME,4.5,214819.0,91.0,5000000.0,Free,0.0,Everyone,Puzzle,"July 30, 2018",3.6.0,4.1 and up,1
1856,The Walking Dead: Road to Survival,GAME,4.2,522466.0,37.0,10000000.0,Free,0.0,Mature 17+,Role Playing,"June 19, 2018",12.0.4.62276,4.0.3 and up,3
1857,Hustle Castle: Fantasy Kingdom,GAME,4.7,584126.0,64.0,10000000.0,Free,0.0,Everyone 10+,Role Playing,"July 27, 2018",1.5.4,4.1 and up,2
1858,Might & Magic: Elemental Guardians,GAME,4.3,32551.0,35.0,500000.0,Free,0.0,Mature 17+,Role Playing,"July 12, 2018",1.93,4.4 and up,3
1859,Game of Thrones: Conquest™,GAME,4.0,90218.0,97.0,1000000.0,Free,0.0,Teen,Strategy,"August 3, 2018",1.8.225278,6.0 and up,4
1860,Love Nikki-Dress UP Queen,GAME,4.4,212524.0,93.0,5000000.0,Free,0.0,Everyone,Role Playing,"July 24, 2018",3.0.0,4.0.3 and up,1
1861,Summoners War,GAME,4.3,2045554.0,28.0,50000000.0,Free,0.0,Teen,Role Playing,"July 30, 2018",4.0.1,4.0.3 and up,4
1862,FINAL FANTASY BRAVE EXVIUS,GAME,4.6,745684.0,83.0,5000000.0,Free,0.0,Teen,Role Playing,"July 17, 2018",3.0.2,4.0.3 and up,4
1863,Idle Heroes,GAME,4.7,416540.0,99.0,10000000.0,Free,0.0,Everyone 10+,Role Playing,"May 30, 2018",1.14.0,2.3 and up,2
1864,Fate/Grand Order (English),GAME,4.4,16601.0,55.0,500000.0,Free,0.0,Teen,Role Playing,"July 26, 2018",1.18.0,4.0 and up,4
1865,Honkai Impact 3rd,GAME,4.7,59017.0,82.0,1000000.0,Free,0.0,Teen,Action,"July 3, 2018",2.2.1,4.3 and up,4
1866,Lords Mobile: Battle of the Empires - Strategy RPG,GAME,4.4,3057481.0,14.0,50000000.0,Free,0.0,Teen,Strategy,"July 26, 2018",1.76,2.3 and up,4
1867,War and Order,GAME,4.3,224514.0,81.0,5000000.0,Free,0.0,Teen,Strategy,"July 18, 2018",1.1.8,4.0.3 and up,4
1869,Candy Crush Saga,GAME,4.4,22430188.0,74.0,500000000.0,Free,0.0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,1
1870,ROBLOX,GAME,4.5,4449910.0,67.0,100000000.0,Free,0.0,Everyone 10+,Adventure;Action & Adventure,"July 31, 2018",2.347.225742,4.1 and up,2
1871,8 Ball Pool,GAME,4.5,14201891.0,52.0,100000000.0,Free,0.0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,1
1872,Subway Surfers,GAME,4.5,27725352.0,76.0,1000000000.0,Free,0.0,Everyone 10+,Arcade,"July 12, 2018",1.90.0,4.1 and up,2
1873,Candy Crush Soda Saga,GAME,4.4,6199095.0,67.0,100000000.0,Free,0.0,Everyone,Casual,"July 10, 2018",1.118.4,4.1 and up,1
1874,Zombie Hunter King,GAME,4.3,10493.0,50.0,1000000.0,Free,0.0,Mature 17+,Action,"August 1, 2018",1.0.8,2.3 and up,3
1875,Bubble Shooter,GAME,4.5,148945.0,46.0,10000000.0,Free,0.0,Everyone,Casual,"July 17, 2018",1.20.1,4.0.3 and up,1
1878,Clash Royale,GAME,4.6,23136735.0,97.0,100000000.0,Free,0.0,Everyone 10+,Strategy,"June 27, 2018",2.3.2,4.1 and up,2
1879,Clash of Clans,GAME,4.6,44893888.0,98.0,100000000.0,Free,0.0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up,2
1880,Farm Heroes Saga,GAME,4.4,7614415.0,70.0,100000000.0,Free,0.0,Everyone,Casual,"July 26, 2018",5.1.8,2.3 and up,1
1881,Plants vs. Zombies FREE,GAME,4.4,4067651.0,69.0,100000000.0,Free,0.0,Everyone 10+,Strategy,"July 6, 2018",2.2.00,4.1 and up,2
1882,Word Search,GAME,4.7,295576.0,3.9,10000000.0,Free,0.0,Everyone,Word,"June 6, 2018",1.1.3,3.0 and up,1
1883,Block Puzzle,GAME,4.6,59907.0,7.8,5000000.0,Free,0.0,Everyone,Puzzle,"March 6, 2018",2.9,2.3 and up,1
1884,Super Jim Jump - pixel 3d,GAME,4.5,10460.0,18.0,1000000.0,Free,0.0,Everyone,Arcade,"July 11, 2018",2.2.3181,4.0 and up,1
1885,Pou,GAME,4.3,10486018.0,24.0,500000000.0,Free,0.0,Everyone,Casual,"May 25, 2018",1.4.77,4.0 and up,1
1886,Temple Run 2,GAME,4.3,8119151.0,62.0,500000000.0,Free,0.0,Everyone,Action,"July 5, 2018",1.49.1,4.0 and up,1
1887,Flow Free,GAME,4.3,1295625.0,11.0,100000000.0,Free,0.0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up,1
1889,Wordscapes,GAME,4.8,230849.0,87.0,10000000.0,Free,0.0,Everyone,Word,"August 2, 2018",1.0.47,4.1 and up,1
1890,My Talking Angela,GAME,4.5,9883367.0,99.0,100000000.0,Free,0.0,Everyone,Casual,"July 3, 2018",3.7.2.51,4.1 and up,1
1892,Cooking Fever,GAME,4.5,3198176.0,82.0,100000000.0,Free,0.0,Everyone,Arcade,"July 12, 2018",2.8.0,4.0.3 and up,1
1893,Yes day,GAME,4.5,10055521.0,94.0,100000000.0,Free,0.0,Everyone,Casual,"June 28, 2018",1_39_93,4.0.3 and up,1
1897,Score! Hero,GAME,4.6,5419676.0,96.0,100000000.0,Free,0.0,Everyone,Sports,"June 13, 2018",1.751,4.4 and up,1
1898,Zombie Catchers,GAME,4.7,990723.0,75.0,10000000.0,Free,0.0,Everyone,Action,"May 24, 2018",1.0.27,4.1 and up,1
1900,Jewels Star: OZ adventure,GAME,4.5,21892.0,14.0,1000000.0,Free,0.0,Everyone,Puzzle,"December 29, 2017",1.3,4.0 and up,1
1901,Granny,GAME,4.5,1138239.0,59.0,50000000.0,Free,0.0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,4
1902,Dream League Soccer 2018,GAME,4.6,9883806.0,74.0,100000000.0,Free,0.0,Everyone,Sports,"July 16, 2018",5.064,4.4 and up,1
1903,Sweet Fruit Candy,GAME,4.5,197540.0,29.0,10000000.0,Free,0.0,Everyone,Puzzle,"July 16, 2018",79.0,4.1 and up,1
